filename,label,classId
1,drive,0
2,drive,0
3,drive,0
4,drive,0
5,drive,0
6,drive,0
7,drive,0
8,drive,0
9,drive,0
10,drive,0
11,drive,0
12,drive,0
13,drive,0
14,drive,0
15,drive,0
16,drive,0
17,drive,0
18,drive,0
19,drive,0
20,drive,0
21,drive,0
22,drive,0
23,drive,0
24,drive,0
25,drive,0
26,drive,0
27,drive,0
28,drive,0
29,drive,0
30,drive,0
31,drive,0
32,drive,0
33,drive,0
34,drive,0
35,drive,0
36,drive,0
37,drive,0
38,drive,0
39,drive,0
40,drive,0
41,drive,0
42,drive,0
43,drive,0
44,drive,0
45,drive,0
46,drive,0
47,drive,0
48,drive,0
49,drive,0
50,drive,0
51,drive,0
52,drive,0
53,drive,0
54,drive,0
55,drive,0
56,drive,0
57,drive,0
58,drive,0
59,drive,0
60,drive,0
61,drive,0
62,drive,0
63,drive,0
64,drive,0
65,drive,0
66,drive,0
67,drive,0
68,drive,0
69,drive,0
70,drive,0
71,drive,0
72,drive,0
73,drive,0
74,drive,0
75,drive,0
76,drive,0
77,drive,0
78,drive,0
79,drive,0
80,drive,0
81,drive,0
82,drive,0
83,drive,0
84,drive,0
85,drive,0
86,drive,0
87,drive,0
88,drive,0
89,drive,0
90,drive,0
91,drive,0
92,drive,0
93,drive,0
94,drive,0
95,drive,0
96,drive,0
97,drive,0
98,drive,0
99,drive,0
100,drive,0
101,drive,0
102,drive,0
103,drive,0
104,drive,0
105,drive,0
106,drive,0
107,drive,0
108,drive,0
109,drive,0
110,drive,0
111,drive,0
112,drive,0
113,drive,0
114,drive,0
115,drive,0
116,drive,0
117,drive,0
118,drive,0
119,drive,0
120,drive,0
121,drive,0
122,drive,0
123,drive,0
124,drive,0
125,drive,0
126,drive,0
127,drive,0
128,drive,0
129,drive,0
130,drive,0
131,drive,0
132,drive,0
133,drive,0
134,drive,0
135,drive,0
136,drive,0
137,drive,0
138,drive,0
139,drive,0
140,drive,0
141,drive,0
142,drive,0
143,drive,0
144,drive,0
145,drive,0
146,drive,0
147,drive,0
148,drive,0
149,drive,0
150,drive,0
151,drive,0
152,drive,0
153,drive,0
154,drive,0
155,drive,0
156,drive,0
157,drive,0
158,drive,0
159,drive,0
160,drive,0
161,drive,0
162,drive,0
163,drive,0
164,drive,0
165,drive,0
166,drive,0
167,drive,0
168,drive,0
169,drive,0
170,drive,0
171,drive,0
172,drive,0
173,drive,0
174,drive,0
175,drive,0
176,drive,0
177,drive,0
178,drive,0
179,drive,0
180,drive,0
181,drive,0
182,drive,0
183,drive,0
184,drive,0
185,drive,0
186,drive,0
187,drive,0
188,drive,0
189,drive,0
190,drive,0
191,drive,0
192,drive,0
193,drive,0
194,drive,0
195,drive,0
196,drive,0
197,drive,0
198,drive,0
199,drive,0
200,drive,0
201,drive,0
202,drive,0
203,drive,0
204,drive,0
205,drive,0
206,drive,0
207,drive,0
208,drive,0
209,drive,0
210,drive,0
211,drive,0
212,drive,0
213,drive,0
214,drive,0
215,drive,0
216,drive,0
217,drive,0
218,drive,0
219,drive,0
220,drive,0
221,drive,0
222,drive,0
223,drive,0
224,drive,0
225,drive,0
226,drive,0
227,drive,0
228,drive,0
229,drive,0
230,drive,0
231,drive,0
232,drive,0
233,drive,0
234,drive,0
235,drive,0
236,drive,0
237,drive,0
238,drive,0
239,drive,0
240,drive,0
241,drive,0
242,drive,0
243,drive,0
244,drive,0
245,drive,0
246,drive,0
247,drive,0
248,drive,0
249,drive,0
250,drive,0
251,dance,1
252,dance,1
253,dance,1
254,dance,1
255,dance,1
256,dance,1
257,dance,1
258,dance,1
259,dance,1
260,dance,1
261,dance,1
262,dance,1
263,dance,1
264,dance,1
265,dance,1
266,dance,1
267,dance,1
268,dance,1
269,dance,1
270,dance,1
271,dance,1
272,dance,1
273,dance,1
274,dance,1
275,dance,1
276,dance,1
277,dance,1
278,dance,1
279,dance,1
280,dance,1
281,dance,1
282,dance,1
283,dance,1
284,dance,1
285,dance,1
286,dance,1
287,dance,1
288,dance,1
289,dance,1
290,dance,1
291,dance,1
292,dance,1
293,dance,1
294,dance,1
295,dance,1
296,dance,1
297,dance,1
298,dance,1
299,dance,1
300,dance,1
301,dance,1
302,dance,1
303,dance,1
304,dance,1
305,dance,1
306,dance,1
307,dance,1
308,dance,1
309,dance,1
310,dance,1
311,dance,1
312,dance,1
313,dance,1
314,dance,1
315,dance,1
316,dance,1
317,dance,1
318,dance,1
319,dance,1
320,dance,1
321,dance,1
322,dance,1
323,dance,1
324,dance,1
325,dance,1
326,dance,1
327,dance,1
328,dance,1
329,dance,1
330,dance,1
331,dance,1
332,dance,1
333,dance,1
334,dance,1
335,dance,1
336,dance,1
337,dance,1
338,dance,1
339,dance,1
340,dance,1
341,dance,1
342,dance,1
343,dance,1
344,dance,1
345,dance,1
346,dance,1
347,dance,1
348,dance,1
349,dance,1
350,dance,1
351,dance,1
352,dance,1
353,dance,1
354,dance,1
355,dance,1
356,dance,1
357,dance,1
358,dance,1
359,dance,1
360,dance,1
361,dance,1
362,dance,1
363,dance,1
364,dance,1
365,dance,1
366,dance,1
367,dance,1
368,dance,1
369,dance,1
370,dance,1
371,dance,1
372,dance,1
373,dance,1
374,dance,1
375,dance,1
376,dance,1
377,dance,1
378,dance,1
379,dance,1
380,dance,1
381,dance,1
382,dance,1
383,dance,1
384,dance,1
385,dance,1
386,dance,1
387,dance,1
388,dance,1
389,dance,1
390,dance,1
391,dance,1
392,dance,1
393,dance,1
394,dance,1
395,dance,1
396,dance,1
397,dance,1
398,dance,1
399,dance,1
400,dance,1
401,dance,1
402,dance,1
403,dance,1
404,dance,1
405,dance,1
406,dance,1
407,dance,1
408,dance,1
409,dance,1
410,dance,1
411,dance,1
412,dance,1
413,dance,1
414,dance,1
415,dance,1
416,dance,1
417,dance,1
418,dance,1
419,dance,1
420,dance,1
421,dance,1
422,dance,1
423,dance,1
424,dance,1
425,dance,1
426,dance,1
427,dance,1
428,dance,1
429,dance,1
430,dance,1
431,dance,1
432,dance,1
433,dance,1
434,dance,1
435,dance,1
436,dance,1
437,dance,1
438,dance,1
439,dance,1
440,dance,1
441,dance,1
442,dance,1
443,dance,1
444,dance,1
445,dance,1
446,dance,1
447,dance,1
448,dance,1
449,dance,1
450,dance,1
451,dance,1
452,dance,1
453,dance,1
454,dance,1
455,dance,1
456,dance,1
457,dance,1
458,dance,1
459,dance,1
460,dance,1
461,dance,1
462,dance,1
463,dance,1
464,dance,1
465,dance,1
466,dance,1
467,dance,1
468,dance,1
469,dance,1
470,dance,1
471,dance,1
472,dance,1
473,dance,1
474,dance,1
475,dance,1
476,dance,1
477,dance,1
478,dance,1
479,dance,1
480,dance,1
481,dance,1
482,dance,1
483,dance,1
484,dance,1
485,dance,1
486,dance,1
487,dance,1
488,dance,1
489,dance,1
490,dance,1
491,dance,1
492,dance,1
493,dance,1
494,dance,1
495,dance,1
496,dance,1
497,dance,1
498,dance,1
499,dance,1
500,dance,1
501,sleep,2
502,sleep,2
503,sleep,2
504,sleep,2
505,sleep,2
506,sleep,2
507,sleep,2
508,sleep,2
509,sleep,2
510,sleep,2
511,sleep,2
512,sleep,2
513,sleep,2
514,sleep,2
515,sleep,2
516,sleep,2
517,sleep,2
518,sleep,2
519,sleep,2
520,sleep,2
521,sleep,2
522,sleep,2
523,sleep,2
524,sleep,2
525,sleep,2
526,sleep,2
527,sleep,2
528,sleep,2
529,sleep,2
530,sleep,2
531,sleep,2
532,sleep,2
533,sleep,2
534,sleep,2
535,sleep,2
536,sleep,2
537,sleep,2
538,sleep,2
539,sleep,2
540,sleep,2
541,sleep,2
542,sleep,2
543,sleep,2
544,sleep,2
545,sleep,2
546,sleep,2
547,sleep,2
548,sleep,2
549,sleep,2
550,sleep,2
551,sleep,2
552,sleep,2
553,sleep,2
554,sleep,2
555,sleep,2
556,sleep,2
557,sleep,2
558,sleep,2
559,sleep,2
560,sleep,2
561,sleep,2
562,sleep,2
563,sleep,2
564,sleep,2
565,sleep,2
566,sleep,2
567,sleep,2
568,sleep,2
569,sleep,2
570,sleep,2
571,sleep,2
572,sleep,2
573,sleep,2
574,sleep,2
575,sleep,2
576,sleep,2
577,sleep,2
578,sleep,2
579,sleep,2
580,sleep,2
581,sleep,2
582,sleep,2
583,sleep,2
584,sleep,2
585,sleep,2
586,sleep,2
587,sleep,2
588,sleep,2
589,sleep,2
590,sleep,2
591,sleep,2
592,sleep,2
593,sleep,2
594,sleep,2
595,sleep,2
596,sleep,2
597,sleep,2
598,sleep,2
599,sleep,2
600,sleep,2
601,sleep,2
602,sleep,2
603,sleep,2
604,sleep,2
605,sleep,2
606,sleep,2
607,sleep,2
608,sleep,2
609,sleep,2
610,sleep,2
611,sleep,2
612,sleep,2
613,sleep,2
614,sleep,2
615,sleep,2
616,sleep,2
617,sleep,2
618,sleep,2
619,sleep,2
620,sleep,2
621,sleep,2
622,sleep,2
623,sleep,2
624,sleep,2
625,sleep,2
626,sleep,2
627,sleep,2
628,sleep,2
629,sleep,2
630,sleep,2
631,sleep,2
632,sleep,2
633,sleep,2
634,sleep,2
635,sleep,2
636,sleep,2
637,sleep,2
638,sleep,2
639,sleep,2
640,sleep,2
641,sleep,2
642,sleep,2
643,sleep,2
644,sleep,2
645,sleep,2
646,sleep,2
647,sleep,2
648,sleep,2
649,sleep,2
650,sleep,2
651,sleep,2
652,sleep,2
653,sleep,2
654,sleep,2
655,sleep,2
656,sleep,2
657,sleep,2
658,sleep,2
659,sleep,2
660,sleep,2
661,sleep,2
662,sleep,2
663,sleep,2
664,sleep,2
665,sleep,2
666,sleep,2
667,sleep,2
668,sleep,2
669,sleep,2
670,sleep,2
671,sleep,2
672,sleep,2
673,sleep,2
674,sleep,2
675,sleep,2
676,sleep,2
677,sleep,2
678,sleep,2
679,sleep,2
680,sleep,2
681,sleep,2
682,sleep,2
683,sleep,2
684,sleep,2
685,sleep,2
686,sleep,2
687,sleep,2
688,sleep,2
689,sleep,2
690,sleep,2
691,sleep,2
692,sleep,2
693,sleep,2
694,sleep,2
695,sleep,2
696,sleep,2
697,sleep,2
698,sleep,2
699,sleep,2
700,sleep,2
701,sleep,2
702,sleep,2
703,sleep,2
704,sleep,2
705,sleep,2
706,sleep,2
707,sleep,2
708,sleep,2
709,sleep,2
710,sleep,2
711,sleep,2
712,sleep,2
713,sleep,2
714,sleep,2
715,sleep,2
716,sleep,2
717,sleep,2
718,sleep,2
719,sleep,2
720,sleep,2
721,sleep,2
722,sleep,2
723,sleep,2
724,sleep,2
725,sleep,2
726,sleep,2
727,sleep,2
728,sleep,2
